"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"RS_IND_MN008","433","201901270200","0","3","-999"
"RS_IND_MN008","433","201901270300","0","3","-999"
"RS_IND_MN008","433","201901270400","0","3","-999"
"RS_IND_MN008","433","201901270500","0","3","-999"
"RS_IND_MN008","433","201901270600","0","3","-999"
"RS_IND_MN008","433","201901270700","0","3","-999"
"RS_IND_MN008","433","201901270800","0","3","-999"
"RS_IND_MN008","433","201901270900","1","3","-999"
"RS_IND_MN008","433","201901271000","1","3","-999"
"RS_IND_MN008","433","201901271100","0","3","-999"
"RS_IND_MN008","433","201901271200","1","3","-999"
"RS_IND_MN008","433","201901271300","1","3","-999"
"RS_IND_MN008","433","201901271400","0","3","-999"
"RS_IND_MN008","433","201901271500","0","3","-999"
"RS_IND_MN008","433","201901271600","0","3","-999"
"RS_IND_MN008","433","201901271700","1","3","-999"
"RS_IND_MN008","433","201901271800","1","3","-999"
"RS_IND_MN008","433","201901271900","1","3","-999"
"RS_IND_MN008","433","201901272000","1","3","-999"
"RS_IND_MN008","433","201901272100","1","3","-999"
"RS_IND_MN008","433","201901272200","1","3","-999"
"RS_IND_MN008","433","201901272300","1","3","-999"
